year,mileage,tax,mpg,engineSize,car_age,model_encoded,transmission_encoded,fuelType_encoded,price
0.8169148933945245,-0.6519779178274199,0.22580934347865128,-0.19546086445285848,-0.2951064242419407,-0.8169148933945607,-0.2071890455886751,1.0422535671914928,1.441293550567925,23990
0.8169148933945245,-0.7519293357125307,0.22580934347865128,-0.6058355701936393,1.5256102753305938,-0.8169148933945607,1.9439850865689048,-1.261872237335406,-0.7184241993296094,46756
-0.4506407094544664,1.5364613574256676,0.22580934347865128,-0.10175325448055421,1.5256102753305938,0.45064070945443047,-0.2071890455886751,-1.261872237335406,-0.7184241993296094,14999
0.8169148933945245,-0.9049762185258755,0.06184017931750199,2.7385567167489455,-1.205464774028208,-0.8169148933945607,2.9368346860262493,-1.261872237335406,0.3614346756191577,64750
-1.7181963123034574,1.5107084672508957,1.1276397463649723,-0.35056311544150004,1.5256102753305938,1.7181963123034216,1.9439850865689048,-1.261872237335406,-0.7184241993296094,20140
-1.2956777780204605,0.40742762752582085,0.5537476718009499,-0.1631478954968915,1.5256102753305938,1.2956777780204245,-0.2071890455886751,1.0422535671914928,-0.7184241993296094,15498
-0.4506407094544664,1.0503755553768441,-1.6598360443745654,0.25045810713948635,-0.2951064242419407,0.45064070945443047,-0.5381389120744566,-1.261872237335406,-0.7184241993296094,14500
0.8169148933945245,-1.0158169757750104,0.22580934347865128,-0.3990325688754505,-1.205464774028208,-0.8169148933945607,-0.8690887785602381,-0.10980933507195671,1.441293550567925,22490
-0.4506407094544664,-0.2674729603568642,-0.1021289848436473,-0.13406622343652122,-1.205464774028208,0.45064070945443047,-0.7036138453173474,-0.10980933507195671,1.441293550567925,12306
-0.02812217517146942,-0.5712219412299864,1.1276397463649723,-0.3020936620075495,1.5256102753305938,0.0281221751714334,1.9439850865689048,-1.261872237335406,-0.7184241993296094,35995
0.8169148933945245,-0.9186475059026064,0.22580934347865128,-0.6963118832703471,1.5256102753305938,-0.8169148933945607,2.1094600198117957,1.0422535671914928,-0.7184241993296094,55000
-0.4506407094544664,0.17604903709754433,-1.6598360443745654,0.20521995060113235,-0.2951064242419407,0.45064070945443047,-0.8690887785602381,-0.10980933507195671,-0.7184241993296094,14995
0.8169148933945245,-0.9765120245669091,0.22580934347865128,-0.35056311544150004,-0.2951064242419407,-0.8169148933945607,-0.3726639788315659,-1.261872237335406,1.441293550567925,34590
0.39439635911152754,-0.6551175448703319,0.22580934347865128,-0.6219920546716229,-1.205464774028208,-0.3943963591115637,-0.8690887785602381,-1.261872237335406,1.441293550567925,14400
0.8169148933945245,-0.7348799686060844,0.22580934347865128,0.29892756057343683,-0.2951064242419407,-0.8169148933945607,-0.2071890455886751,1.0422535671914928,-0.7184241993296094,26850
-0.02812217517146942,0.029837797972565038,0.3077939255592259,0.0016482461785403046,1.5256102753305938,0.0281221751714334,-0.5381389120744566,1.0422535671914928,-0.7184241993296094,20991
0.39439635911152754,-0.6774526132009213,0.3077939255592259,-0.13406622343652122,1.5256102753305938,-0.3943963591115637,-0.3726639788315659,1.0422535671914928,-0.7184241993296094,23998
0.39439635911152754,0.15975477016597556,0.22580934347865128,-0.10175325448055421,-1.205464774028208,-0.3943963591115637,-0.7036138453173474,-1.261872237335406,1.441293550567925,14157
-1.7181963123034574,1.5076085823224508,0.5537476718009499,-0.19546086445285848,-0.2951064242419407,1.7181963123034216,1.6130352200831233,-1.261872237335406,-0.7184241993296094,13100
-0.8731592437374633,0.2961099649030791,-0.1021289848436473,0.11797493442002158,-0.2951064242419407,0.8731592437374275,-0.5381389120744566,-0.10980933507195671,-0.7184241993296094,14000
0.8169148933945245,-1.0113261168402121,0.22580934347865128,-0.4830462881609648,-0.2951064242419407,-0.8169148933945607,-0.5381389120744566,-1.261872237335406,1.441293550567925,33610
0.8169148933945245,-0.9664970117211644,0.22580934347865128,-0.44103942851820777,-1.205464774028208,-0.8169148933945607,-0.7036138453173474,-0.10980933507195671,1.441293550567925,21000
-0.02812217517146942,0.18916393487173383,0.22580934347865128,0.25045810713948635,-0.2951064242419407,0.0281221751714334,-0.7036138453173474,1.0422535671914928,-0.7184241993296094,15998
0.39439635911152754,-0.3623771297046354,0.3077939255592259,-0.25039291167800226,-0.2951064242419407,-0.3943963591115637,-0.5381389120744566,1.0422535671914928,1.441293550567925,21495
1.2394334276775216,-0.9367301679852009,0.22580934347865128,-0.6381485391496063,1.5256102753305938,-1.2394334276775578,1.9439850865689048,1.0422535671914928,-0.7184241993296094,44875
0.8169148933945245,-0.8806143023574569,0.22580934347865128,-0.5735226012376723,-0.2951064242419407,-0.8169148933945607,1.4475602868402324,1.0422535671914928,1.441293550567925,24543
-1.2956777780204605,0.05574965660520611,-0.1021289848436473,0.11797493442002158,-0.2951064242419407,1.2956777780204245,-0.3726639788315659,1.0422535671914928,-0.7184241993296094,15050
